game_seed,winner,total_rounds_played,avg_score_per_round,scoring_routes_count,avg_route_length,pct_routes_stopped_by_hop_limit,collision_count_per_round,noise_plays,terminal_plays,amplifier_plays,amplifier_score_rate,terminal_steal_rate,seed_node_utilization_rate,dead_rounds_count,turn_pct_extending_vs_starting,avg_legal_moves_per_turn,score_p0,score_p1,score_p2,score_p3
1213835295,P2,3,1533.33,13,2.85,1.0,0.0,0,0,0,0.0,0.0,0.667,0,0.6,4.41,700,500,2200,1200
170075129,P3,4,1575.0,21,2.76,1.0,0.0,0,0,0,0.0,0.0,0.917,0,0.627,4.77,500,2400,700,2700
1642822537,P3,5,1220.0,20,2.7,1.0,0.0,0,0,0,0.0,0.0,0.667,1,0.596,4.11,1400,1000,1800,1900
1233945443,P1,3,1400.0,15,2.87,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.636,4.33,400,2400,500,900
1363047213,P1,2,1950.0,10,2.9,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.633,4.92,100,2300,400,1100
1214129971,P1,4,1425.0,20,2.85,1.0,0.0,0,0,0,0.0,0.0,0.75,0,0.649,4.65,1200,2000,900,1600
1188802710,P1,3,1700.0,15,2.8,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.628,4.56,0,2200,1700,1200
194489917,P3,4,1300.0,20,2.85,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.649,4.57,400,1500,1300,2000
1200888233,P1,5,1300.0,22,2.59,1.0,0.0,0,0,0,0.0,0.0,0.733,1,0.583,4.57,1600,1800,1400,1700
1707061845,P1,2,2300.0,11,2.64,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.6,4.58,900,2300,0,1400
652727865,P3,4,1825.0,20,2.75,1.0,0.0,0,0,0,0.0,0.0,0.667,0,0.625,4.0,2000,1300,1700,2300
1294585271,P1,3,1833.33,16,2.69,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.628,4.26,800,2000,1300,1400
66180795,P1,4,1825.0,20,2.8,1.0,0.0,0,0,0,0.0,0.0,0.75,0,0.632,4.23,1200,2700,1300,2100
746248854,P2,3,1633.33,15,2.87,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.651,4.51,700,800,2100,1300
937843452,P3,3,1900.0,14,2.86,1.0,0.0,0,0,0,0.0,0.0,0.556,0,0.65,4.97,100,1800,1600,2200
2110414631,P1,2,2350.0,11,2.64,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.621,4.57,300,2000,1200,1200
460817075,P1,4,1275.0,20,2.85,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.638,4.65,100,2300,1000,1700
593883019,P3,3,1733.33,16,2.75,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.622,4.33,1100,500,1600,2000
877308582,P1,3,1566.67,16,2.69,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.614,4.58,400,2000,300,2000
2131733184,P3,3,1766.67,14,2.86,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.605,4.61,700,1800,600,2200
1832669144,P1,3,1833.33,15,2.87,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.636,5.08,700,2000,1600,1200
74502574,P3,4,1375.0,18,2.83,1.0,0.0,0,0,0,0.0,0.0,0.583,0,0.635,4.76,1000,1300,1100,2100
502381220,P3,2,2300.0,10,2.9,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.633,4.96,500,700,900,2500
1764532445,P2,4,1625.0,20,2.85,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.638,4.71,1100,1700,2000,1700
125204184,P1,3,1833.33,15,2.8,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.628,5.0,0,2200,1800,1500
1837539165,P0,4,2100.0,21,2.86,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.65,4.75,2300,1900,2100,2100
604267306,P1,2,1600.0,9,2.78,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.593,4.77,200,2100,0,900
1970642946,P3,2,2100.0,10,2.9,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.655,5.0,800,500,800,2100
630487793,P1,3,1833.33,16,2.69,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.628,4.31,1000,2100,1200,1200
932688238,P1,3,1866.67,15,2.87,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.636,4.78,900,2200,1500,1000
1421454891,P1,3,1766.67,16,2.81,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.644,4.81,0,2100,1900,1300
271185814,P2,3,2133.33,14,2.86,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.65,5.06,700,1000,2900,1800
1196217438,P3,2,2050.0,10,2.7,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.607,4.43,0,1300,800,2000
1084512518,P1,4,2025.0,21,2.76,1.0,0.0,0,0,0,0.0,0.0,0.917,0,0.627,4.44,1600,3000,1600,1900
1683408585,P1,3,1966.67,15,2.8,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.628,4.34,1200,2300,1200,1200
2139123294,P3,3,1666.67,15,2.87,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.651,4.78,600,1400,800,2200
1426602464,P3,2,2900.0,11,2.55,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.586,4.74,500,1100,2000,2200
878721193,P1,3,2033.33,17,2.53,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.578,4.39,1900,2000,400,1800
872709139,P3,4,1875.0,20,2.9,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.655,4.6,1700,1700,1100,3000
897559571,P3,3,1533.33,15,2.8,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.628,4.69,100,1500,1000,2000
1748095465,P3,2,2000.0,10,2.9,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.655,4.96,0,900,1100,2000
689805533,P1,3,1766.67,14,2.93,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.628,4.71,700,2000,1500,1100
358571615,P1,3,1666.67,16,2.69,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.614,4.89,100,2100,1000,1800
717885406,P1,2,1850.0,10,2.8,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.621,5.08,200,2100,500,900
48773805,P1,4,1550.0,18,2.78,1.0,0.0,0,0,0,0.0,0.0,0.5,0,0.627,4.42,1300,2100,1900,900
227939461,P3,3,1700.0,16,2.69,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.628,4.97,1300,500,1000,2300
193376308,P3,4,1500.0,17,2.71,1.0,0.0,0,0,0,0.0,0.0,0.583,0,0.617,3.95,600,1800,1400,2200
1656896192,P0,4,2125.0,21,2.71,1.0,0.0,0,0,0,0.0,0.0,0.75,0,0.632,4.31,2300,2300,1600,2300
1551254893,P2,4,1400.0,18,2.89,1.0,0.0,0,0,0,0.0,0.0,0.667,0,0.642,4.07,900,1100,2100,1500
1496303882,P2,2,2550.0,11,2.64,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.621,5.21,0,1000,2400,1700
991873799,P1,3,1900.0,16,2.56,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.595,3.85,1800,2300,800,800
1539871430,P3,3,1866.67,15,2.8,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.628,4.36,1100,700,1600,2200
346328508,P3,4,1950.0,20,2.85,1.0,0.0,0,0,0,0.0,0.0,0.917,0,0.638,4.57,1700,2200,1600,2300
1934070333,P1,3,1400.0,15,2.8,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.628,4.53,300,2000,1600,300
1075985461,P1,3,1700.0,15,2.8,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.643,3.97,1000,2100,1600,400
2014450024,P3,4,1475.0,20,2.8,1.0,0.0,0,0,0,0.0,0.0,0.917,0,0.643,4.93,100,1200,2200,2400
327087749,P1,4,1800.0,20,2.8,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.632,4.62,2200,2300,1500,1200
1068008206,P2,3,1800.0,16,2.75,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.636,4.63,1000,1400,2100,900
1495336619,P0,3,2200.0,15,2.93,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.659,4.47,2100,1400,1000,2100
1064348453,P1,4,2150.0,21,2.62,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.618,4.36,1100,2700,2500,2300
958113306,P2,3,1933.33,16,2.69,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.628,4.86,800,1500,2100,1400
356942049,P3,3,1800.0,16,2.75,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.622,4.53,800,1200,1200,2200
818236852,P3,3,1533.33,15,2.87,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.636,5.06,200,600,1700,2100
512746651,P1,3,1700.0,14,2.71,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.6,4.64,700,2200,600,1600
647492281,P3,4,1625.0,19,2.84,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.648,5.05,1700,1000,1600,2200
1468235992,P3,4,1600.0,21,2.81,1.0,0.0,0,0,0,0.0,0.0,0.917,0,0.644,4.75,1200,1800,1300,2100
1353521562,P1,2,2350.0,10,2.8,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.621,4.71,0,2200,900,1600
1303944408,P3,3,2133.33,15,3.0,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.667,4.44,100,1200,2500,2600
776986664,P3,3,1900.0,15,2.87,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.636,4.83,0,1800,1500,2400
2060924130,P1,3,2233.33,17,2.59,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.6,4.17,900,2500,2000,1300
188226768,P1,3,1666.67,15,2.8,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.628,4.61,300,2100,900,1700
735708086,P1,2,2100.0,9,2.89,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.586,4.79,0,2900,600,700
253415745,P3,3,2000.0,15,2.6,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.6,4.39,1100,2200,200,2500
727876280,P2,2,1650.0,10,2.8,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.621,5.12,0,700,2000,600
2065659505,P1,4,1800.0,20,2.75,1.0,0.0,0,0,0,0.0,0.0,0.667,0,0.625,4.19,800,2600,1800,2000
786544956,P3,3,1700.0,15,2.73,1.0,0.0,0,0,0,0.0,0.0,0.667,0,0.619,4.67,1200,1600,200,2100
1951162176,P2,3,1466.67,15,2.73,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.634,4.82,200,900,2000,1300
1063145406,P1,3,1466.67,15,2.8,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.643,4.59,300,2100,400,1600
1502609628,P1,4,1600.0,20,2.75,1.0,0.0,0,0,0,0.0,0.0,0.75,0,0.636,5.24,700,2800,1600,1300
982296572,P3,3,1866.67,15,2.73,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.619,4.38,0,1700,1500,2400
570951394,P1,3,1800.0,16,2.75,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.636,5.03,1300,2100,200,1800
1641170253,P1,4,1725.0,19,2.89,1.0,0.0,0,0,0,0.0,0.0,0.667,0,0.655,4.6,1000,2800,2100,1000
2081290422,P1,3,1733.33,17,2.59,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.6,4.64,600,2100,1400,1100
565915329,P2,3,2000.0,15,2.8,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.628,4.31,1000,1100,3200,700
1672354832,P1,4,1700.0,20,2.75,1.0,0.0,0,0,0,0.0,0.0,0.667,0,0.625,4.25,1800,2000,1300,1700
560793882,P3,3,1666.67,15,2.93,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.644,4.97,600,1300,1100,2000
1539509958,P2,4,1950.0,20,2.75,1.0,0.0,0,0,0,0.0,0.0,0.75,0,0.625,4.45,900,1600,3000,2300
1694378690,P1,4,1700.0,21,2.76,1.0,0.0,0,0,0,0.0,0.0,0.917,0,0.627,4.71,1400,2300,1700,1400
964996477,P1,3,1400.0,15,2.73,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.619,5.2,400,2300,300,1200
1582522788,P1,4,1450.0,19,2.79,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.642,4.91,800,2000,1700,1300
584634302,P1,3,2233.33,15,2.73,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.619,4.34,1200,2100,1800,1600
170195625,P3,5,1120.0,21,2.76,1.0,0.0,0,0,0,0.0,0.0,0.667,1,0.617,5.0,800,1500,1500,1800
206998015,P2,3,1833.33,14,2.79,1.0,0.0,0,0,0,0.0,0.0,0.556,0,0.625,4.4,1400,300,2100,1700
959976128,P2,3,1833.33,15,2.87,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.651,4.81,900,1500,2000,1100
1938323887,P0,4,1750.0,19,2.79,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.618,4.36,2400,900,2000,1700
273969198,P1,3,1666.67,14,2.86,1.0,0.0,0,0,0,0.0,0.0,0.556,0,0.634,4.53,500,2100,1500,900
978772129,P1,3,1466.67,13,3.0,1.0,0.0,0,0,0,0.0,0.0,0.667,0,0.634,4.46,1100,2200,500,600
1511897337,P3,4,1600.0,20,2.75,1.0,0.0,0,0,0,0.0,0.0,0.667,0,0.636,4.68,1700,1000,1500,2200
434572016,P2,4,1825.0,21,2.76,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.638,4.54,1400,1800,2400,1700
1549659416,P1,3,1633.33,15,2.73,1.0,0.0,0,0,0,0.0,0.0,0.667,0,0.619,4.69,1000,2300,900,700
657036847,P3,2,2000.0,10,2.9,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.655,4.62,600,900,300,2200
1736585730,P3,4,1450.0,20,2.75,1.0,0.0,0,0,0,0.0,0.0,0.75,0,0.636,4.33,1000,1700,1000,2100
1243864552,P3,4,1625.0,21,2.71,1.0,0.0,0,0,0,0.0,0.0,0.75,0,0.632,4.0,1300,1500,1700,2000
1174474424,P0,3,2066.67,15,2.8,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.628,4.19,2400,1400,1000,1400
379616660,P1,3,1666.67,14,2.79,1.0,0.0,0,0,0,0.0,0.0,0.556,0,0.625,4.77,300,2000,1500,1200
994727115,P3,3,1966.67,15,2.87,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.651,4.58,1100,500,1900,2400
1839565167,P1,3,2466.67,17,2.59,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.6,3.83,2000,3000,1200,1200
41927453,P1,3,2000.0,14,2.79,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.595,5.17,200,2500,1700,1600
1628908287,P2,4,1500.0,21,2.76,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.638,4.67,500,1600,2400,1500
1058199178,P0,4,1700.0,20,2.8,1.0,0.0,0,0,0,0.0,0.0,0.917,0,0.632,4.98,2400,1700,1400,1300
1545034933,P3,4,1300.0,18,2.89,1.0,0.0,0,0,0,0.0,0.0,0.583,0,0.642,4.74,500,1000,1600,2100
1424421636,P3,3,1533.33,15,2.87,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.636,4.92,100,1200,1300,2000
927912737,P3,4,1425.0,18,2.89,1.0,0.0,0,0,0,0.0,0.0,0.75,0,0.63,4.6,600,1800,800,2500
662857766,P1,4,1450.0,20,2.65,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.623,4.74,1900,2000,500,1400
1347135477,P2,4,1750.0,20,2.75,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.625,4.17,600,2100,2700,1600
301129327,P1,3,2000.0,15,2.8,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.628,4.14,800,2300,1400,1500
1254340837,P1,3,1766.67,15,2.8,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.628,4.51,1000,2000,800,1500
203355303,P3,4,1700.0,20,2.85,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.638,5.02,1500,1500,1200,2600
1395534950,P1,3,2000.0,14,2.71,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.6,4.45,900,2000,1200,1900
1350220222,P1,3,1800.0,15,2.73,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.591,3.78,300,2000,1400,1700
181342798,P1,4,1700.0,20,2.85,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.638,4.5,1600,2700,700,1800
1626692869,P2,4,1800.0,19,2.95,1.0,0.0,0,0,0,0.0,0.0,0.75,0,0.661,4.62,900,2400,2600,1300
892939596,P3,4,1575.0,17,2.82,1.0,0.0,0,0,0,0.0,0.0,0.75,0,0.62,4.34,600,1600,1800,2300
1689825801,P1,3,1833.33,16,2.69,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.628,4.94,100,2000,1800,1600
89365757,P3,2,1950.0,10,2.7,1.0,0.0,0,0,0,0.0,0.0,0.667,0,0.607,4.08,0,1600,200,2100
385379896,P1,2,2300.0,11,2.64,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.621,4.58,600,2100,1000,900
1060837206,P2,4,1725.0,21,2.71,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.621,4.56,1100,1300,2700,1800
404210479,P1,3,1533.33,13,2.69,1.0,0.0,0,0,0,0.0,0.0,0.556,0,0.611,4.5,500,2300,1200,600
708371559,P3,3,2000.0,14,2.86,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.619,3.97,1800,1300,700,2200
1418625644,P1,3,1933.33,16,2.69,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.628,4.58,1100,2200,600,1900
310363332,P3,4,1850.0,19,2.74,1.0,0.0,0,0,0,0.0,0.0,0.75,0,0.623,4.55,1300,1900,1900,2300
1455355984,P1,2,1700.0,9,2.67,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.556,3.45,0,2400,800,200
222056182,P3,3,1833.33,15,2.93,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.659,4.94,500,1300,1600,2100
376207307,P2,4,1675.0,20,2.8,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.632,4.79,1100,1000,3300,1300
1261957109,P1,2,1750.0,10,2.8,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.621,5.0,100,2000,1100,300
1703992271,P2,3,2300.0,16,2.69,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.614,4.19,1700,1800,2000,1400
366345610,P3,3,2133.33,15,2.93,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.644,4.92,900,1500,1700,2300
644229613,P1,5,1020.0,17,2.65,1.0,0.0,0,0,0,0.0,0.0,0.533,1,0.583,3.84,800,1700,1400,1200
1986680326,P0,4,1525.0,21,2.76,1.0,0.0,0,0,0,0.0,0.0,0.917,0,0.638,4.87,2300,1100,1100,1600
2125329543,P3,4,1600.0,21,2.67,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.625,4.7,400,1700,1800,2500
1247819295,P1,2,2100.0,10,2.9,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0.633,4.62,200,2000,300,1700
960007121,P2,4,1925.0,20,2.75,1.0,0.0,0,0,0,0.0,0.0,0.667,0,0.636,4.6,1200,1300,2800,2400
744897233,P1,5,1060.0,20,2.6,1.0,0.0,0,0,0,0.0,0.0,0.667,1,0.582,4.41,800,1700,1100,1700
1315230482,P2,3,1766.67,14,2.79,1.0,0.0,0,0,0,0.0,0.0,0.667,0,0.625,4.97,1000,1400,2200,700
1268981355,P0,4,1550.0,18,2.78,1.0,0.0,0,0,0,0.0,0.0,0.667,0,0.627,4.74,2100,1700,1500,900
632977320,P1,2,2300.0,10,2.8,1.0,0.0,0,0,0,0.0,0.0,0.833,0,0.621,4.42,0,2000,800,1800
48970940,P3,3,1966.67,15,2.73,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.591,4.17,700,1000,1500,2700
325340136,P2,3,2166.67,15,2.73,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.605,4.22,700,1900,2600,1300
2058490236,P1,3,1666.67,15,2.73,1.0,0.0,0,0,0,0.0,0.0,0.889,0,0.605,5.0,600,2100,1300,1000
897980838,P1,4,1850.0,21,2.76,1.0,0.0,0,0,0,0.0,0.0,0.917,0,0.627,4.88,1900,2400,1400,1700
1035738744,P3,3,1800.0,15,2.73,1.0,0.0,0,0,0,0.0,0.0,0.778,0,0.634,4.53,100,1300,1800,2200
1003105831,P3,4,1700.0,20,2.7,1.0,0.0,0,0,0,0.0,0.0,0.75,0,0.618,4.35,900,1600,1800,2500
