n_games,policy_names,avg_total_rounds,collision_avg,route_length_avg,dead_round_rate,avg_scoring_routes,avg_legal_moves_per_turn,win_rate_random_legal,avg_score_random_legal,score_variance_random_legal,win_rate_greedy_exit_node,avg_score_greedy_exit_node,score_variance_greedy_exit_node,win_rate_denial_collision,avg_score_denial_collision,score_variance_denial_collision,win_rate_route_builder,avg_score_route_builder,score_variance_route_builder
500,random_legal|greedy_exit_node|denial_collision|route_builder,3.35,0.0,2.77,0.019,16.35,4.59,0.046,898.4,355117.4,0.428,1749.0,353779.0,0.21,1455.6,448628.6,0.316,1666.6,356944.4
