n_games,policy_names,avg_total_rounds,collision_avg,route_length_avg,dead_round_rate,avg_scoring_routes,win_rate_random_legal,avg_score_random_legal,score_variance_random_legal,win_rate_greedy_endpoint,avg_score_greedy_endpoint,score_variance_greedy_endpoint,win_rate_denial_collision,avg_score_denial_collision,score_variance_denial_collision,win_rate_route_builder,avg_score_route_builder,score_variance_route_builder
50,random_legal|greedy_endpoint|denial_collision|route_builder,1.7,1.479,2.11,0.412,1.34,0.06,26.0,9524.0,0.32,162.0,100756.0,0.18,114.0,65204.0,0.44,238.0,110756.0
