n_games,policy_names,avg_total_rounds,collision_avg,route_length_avg,dead_round_rate,avg_scoring_routes,avg_legal_moves_per_turn,win_rate_random_legal,avg_score_random_legal,score_variance_random_legal,win_rate_greedy_exit_node,avg_score_greedy_exit_node,score_variance_greedy_exit_node,win_rate_denial_collision,avg_score_denial_collision,score_variance_denial_collision,win_rate_route_builder,avg_score_route_builder,score_variance_route_builder
3,random_legal|greedy_exit_node|denial_collision|route_builder,3.67,0.517,2.25,0.273,5.0,3.23,0.0,433.3,162222.2,0.0,133.3,35555.6,0.667,1000.0,526666.7,0.333,700.0,206666.7
