n_games,policy_names,avg_total_rounds,collision_avg,route_length_avg,dead_round_rate,avg_scoring_routes,avg_legal_moves_per_turn,win_rate_random_legal,avg_score_random_legal,score_variance_random_legal,win_rate_greedy_exit_node,avg_score_greedy_exit_node,score_variance_greedy_exit_node,win_rate_denial_collision,avg_score_denial_collision,score_variance_denial_collision,win_rate_route_builder,avg_score_route_builder,score_variance_route_builder
500,random_legal|greedy_exit_node|denial_collision|route_builder,3.14,0.585,2.77,0.032,12.95,4.65,0.088,984.2,474090.4,0.322,1593.2,515113.8,0.222,1409.0,499259.0,0.368,1739.4,435027.6
